date,geography_modeled,scenario_name,cases_median,cases_lower,cases_upper,cases_new_median,cases_new_lower,cases_new_upper,deaths_median,deaths_lower,deaths_upper,deaths_det_median,deaths_det_lower,deaths_det_upper,hosp_bed_median,hosp_bed_lower,hosp_bed_upper,icu_median,icu_lower,icu_upper,vent_median,vent_lower,vent_upper,recovered_median,recovered_lower,recovered_upper,rt_median,rt_lower,rt_upper
2020-04-27,covidregion_8,baseline,11172,3252.75,27486.75,895,274.75,2022,13,2,42,7,0,25,259,60.75,699.25,159,39,438.75,55.44,15.015,163.515,43042,12940,104654,0.893699047049595,0.844854266211357,0.941839037222695
2020-04-28,covidregion_8,baseline,10986,3181.5,26907.5,858,253.75,1978.25,13,2,41,7,1,25.25,255,61.75,694,156,40.75,429.75,56.76,15.015,163.68,44137,13236.25,106904,0.895419642691869,0.847726372141894,0.942747125494467
2020-04-29,covidregion_8,baseline,10701,3143,26302.75,837,260.75,1920.5,13,2,39,7,1,25,252,64.5,683.5,152,38,436.75,56.76,14.355,165.33,45176,13509.25,109188,0.897158451231391,0.849700913775652,0.944635985617493
2020-04-30,covidregion_8,baseline,10430,3030.5,25666.75,820,242.5,1887.25,12,1.75,40,7,1,24,249,61.5,684,152,40.5,437,57.42,14.52,166.815,46257,13826.75,111410.25,0.897754906106788,0.851408995491265,0.944233039752678
2020-05-01,covidregion_8,baseline,10232,2981.75,25098.75,801,247.5,1834,13,1.75,39.5,8,1,26,243,62.5,658.75,152,40.5,426,58.74,14.52,168.3,47331,14140,113575.5,0.897846632396692,0.851945100914345,0.943565301728582
2020-05-02,covidregion_8,baseline,9987,2920.75,24462,780,236.5,1772.25,12,2,38.25,8,0,24.25,239,60.5,650,148,41.5,424,58.74,14.52,165.33,48329,14426.75,115641.5,0.897709732774112,0.852627404769565,0.943785874125606
2020-05-03,covidregion_8,baseline,9788,2868,23774.25,764,241.75,1740.5,12,2,39,7,1,23.25,233,58.25,643,147,38.75,413,58.74,15.015,164.505,49287,14711.75,117675,0.897432761320977,0.853044438747661,0.943117363464334
2020-05-04,covidregion_8,baseline,9611,2823.75,23151.5,744,226.5,1678,12,2,37.25,8,1,25,231,58,634,144,38.5,407.25,57.42,15.015,165.66,50300,14967.25,119833.75,0.896736055426833,0.852220185300632,0.943348233339393
2020-05-05,covidregion_8,baseline,9443,2785.25,22539.25,731,217.75,1632.5,12,2,39,8,1,24.25,225,57,623,141,36.75,391.75,57.42,14.355,157.41,51300,15246.5,122141.5,0.896986262898379,0.852563176685208,0.943891149543063
2020-05-06,covidregion_8,baseline,9231,2725.75,21999,720,208.75,1628.5,12,2,37,8,0.75,24,221,60,613.25,137,35.75,384.25,56.76,14.52,154.605,52203,15507.5,124511,0.896872000361572,0.851705298100524,0.94285871844491
2020-05-07,covidregion_8,baseline,9011,2620,21401.5,691,208.75,1561.75,12,1,35.25,8,0,24,216,57.75,586.5,135,35.75,370.5,55.44,14.355,154.275,53101,15776.5,126837.5,0.897219304840777,0.852354231662587,0.944592974748666
2020-05-08,covidregion_8,baseline,8796,2540.5,20886.5,688,197.75,1528,11,2,34,7,1,24,213,55.25,575,131,33.5,360.25,54.78,14.355,149.49,53956,16041,129045.5,0.898425417018024,0.853418661744216,0.945510566383075
2020-05-09,covidregion_8,baseline,8590,2496.75,20295.75,660,195,1485,11,1,33.25,8,1,23,207,50.75,564.5,127,31,347.5,53.46,13.86,148.5,54876,16283.5,131259.25,0.899878491371817,0.853836439143793,0.946836070590941
2020-05-10,covidregion_8,baseline,8402,2447.25,19831.25,640,203.75,1445.25,11,2,36.25,7,1,25,202,48.75,549,121,30.5,336.75,52.14,12.375,144.87,55686,16542,133402,0.899903722896583,0.854161916916594,0.94700401765475
2020-05-11,covidregion_8,baseline,8203,2388.25,19376,626,192.75,1415,11,2,34,7,1,23.25,199,47.75,532.5,119,28,320.25,50.82,11.88,137.61,56485,16797.75,135472.25,0.899251083764057,0.853912136608402,0.945378582017338
2020-05-12,covidregion_8,baseline,8021,2345.5,18923.5,620,186,1379.25,10,1,32.25,7,1,22.25,196,46.75,519.75,114,27.75,314.75,48.84,11.715,135.795,57310,17020.75,137478.5,0.898110524173665,0.851918983409146,0.945584382688684
2020-05-13,covidregion_8,baseline,7841,2261,18416.25,605,180.5,1344.5,10,1,32,7,1,22,191,44.75,505.75,112,26.75,304.5,48.18,10.89,131.67,58119,17256.25,139461,0.89746479135591,0.852197920024329,0.9452332882183
2020-05-14,covidregion_8,baseline,7640,2213.5,17943.5,593,176,1287.75,10,1,30.25,7,1,22.5,187,43.5,491.75,107,28,291,46.86,9.9,127.545,58876,17463.75,141411.75,0.896566033489413,0.851767862401286,0.94396170219057
2020-05-15,covidregion_8,baseline,7452,2183,17521,578,175.75,1277.5,10,1,30,7,1,21,182,41,489.5,104,25.75,280.25,44.88,10.395,125.565,59627,17679.5,143342.5,0.897189173033468,0.850189332349772,0.946400574153249
2020-05-16,covidregion_8,baseline,7300,2118.5,17020,563,168.75,1233.75,10,1,30,7,1,22,176,42,470.5,100,26.25,273.75,44.22,10.395,122.76,60319,17897.25,145207.75,0.8978156317016,0.851368495228417,0.945800817176854
2020-05-17,covidregion_8,baseline,7120,2083,16629,545,166.75,1190.5,10,1,28.25,7,0,20,173,41,464.25,96,22.75,267.25,42.9,9.735,119.46,61019,18120.5,146811,0.898346703421647,0.851437654596147,0.946939822349528
2020-05-18,covidregion_8,baseline,6957,2027,16280.75,536,158.5,1187,9,1,29,7,1,21.25,168,39.75,443,93,22,257.25,41.58,9.24,118.965,61729,18324.25,148353.25,0.896948229399149,0.850657415891184,0.946261695684835
2020-05-19,covidregion_8,baseline,6809,1980.25,15864.75,523,155.5,1152.5,9,1,27,6,0.75,19.25,166,40,437,90,21.75,249.75,40.92,9.075,113.85,62354,18548,149873,0.896399696642044,0.849565253816493,0.94593081856073
2020-05-20,covidregion_8,baseline,6682,1929.75,15484.25,515,152.5,1100.5,9,1,27.25,6,1,20,162,37.5,431.25,87,21.75,243.75,39.6,8.58,108.9,62974,18759.5,151351.5,0.895024653831316,0.84838574706096,0.943945339099509
2020-05-21,covidregion_8,baseline,6520,1889.25,15083.25,498,151.75,1098.25,9,1,27,6,0,20.25,159,39.75,416.5,84,22,236.25,39.6,8.415,104.445,63557,18944.75,152768.25,0.893634325211667,0.84717738479733,0.943858714912703
2020-05-22,covidregion_8,baseline,6362,1842.25,14676.25,497,144,1054.25,9,1,26.25,6,0,19,154,38.5,405.75,83,21.5,228.75,38.28,8.58,100.32,64194,19132.25,154046.25,0.893593522300526,0.845551579284135,0.943093007093844
2020-05-23,covidregion_8,baseline,6236,1791,14295.75,474,134.5,1012.5,8,1,26,6,0,18,150,37,392,81,20.5,218.75,36.96,8.58,96.69,64867,19321.25,155320,0.892412334813829,0.845152266742565,0.94311148252346
2020-05-24,covidregion_8,baseline,6094,1733.5,13990,469,134.5,1019.5,8,0,25.25,5,0,18,147,35.75,380,78,21,216,35.64,7.92,94.875,65439,19504,156541.75,0.891693839040783,0.844540246302362,0.942417480596778
2020-05-25,covidregion_8,baseline,5957,1701.75,13746.75,457,140.75,1009,8,1,25.25,6,0,17,146,35.75,372.75,76,19.75,207,34.98,7.92,92.4,66012,19681.75,157747,0.892899111006516,0.844647081395337,0.943467365580108
2020-05-26,covidregion_8,baseline,5831,1650.75,13457.5,447,136,964.5,8,1,25,6,0,17,142,36,364.5,73,19.75,198.75,33.66,8.415,89.76,66551,19849,158891.25,0.892570803828676,0.842726318722906,0.943312035494368
2020-05-27,covidregion_8,baseline,5682,1615.25,13149.75,431,123.75,947.5,8,1,25,5,0,18,138,32.75,348.75,72,20,199.5,33,8.415,87.945,67043,20029.5,160062,0.892210096162431,0.841990623515493,0.943488540061791
2020-05-28,covidregion_8,baseline,5524,1572.75,12827,423,127,916.25,7,1,22.25,5,0,16,136,34.5,346.5,70,18,198.75,32.34,7.92,84.645,67474,20196.75,161175.5,0.891698090842472,0.843782517243421,0.942729034099006
2020-05-29,covidregion_8,baseline,5385,1538.5,12527.25,414,119.75,881.25,7,1,23,5,0,16,133,33,336.25,69,18,189.75,31.68,7.92,83.325,67956,20362.75,162213.75,0.890442242076841,0.841795478700374,0.941760505661767
2020-05-30,covidregion_8,baseline,5253,1501.5,12211,404,119.5,876.25,7,1,23,5,0,17,129,32.75,328.75,67,16,183.5,31.68,6.6,81.675,68395,20513.5,163236.25,0.889347243599555,0.840419280201642,0.942652570039886
2020-05-31,covidregion_8,baseline,5126,1468.5,11937.5,393,112.75,862.25,7,1,21,5,0,16,126,34,318,65,16,176.25,30.36,7.26,79.86,68839,20629,164291.5,0.888488361006963,0.838007261026233,0.942059192793423
2020-06-01,covidregion_8,baseline,5012,1435.75,11615.25,388,111.75,831.5,7,1,22,5,0,15,123,31,311,63,17,171.75,29.04,6.6,77.385,69272,20789.25,165227.75,0.888972588982624,0.838935172377958,0.942865619666337
2020-06-02,covidregion_8,baseline,4885,1401.5,11399.75,377,110,816.25,7,0,20.25,4,0,15.25,120,31,295.5,61,16,166,28.38,7.095,75.9,69744,20940.25,166154.75,0.889613392386483,0.838387062926584,0.944245237309128
2020-06-03,covidregion_8,baseline,4784,1378,11130,365,108.25,804.5,6,1,20,4,0,15,117,28.75,288.75,59,15.75,155.25,27.72,6.93,71.94,70247,21078,167062.5,0.888513074258566,0.837463627026005,0.942682618751528
2020-06-04,covidregion_8,baseline,4658,1346,10875.5,352,105,766.5,6,0,19,4,0,13.25,114,27.75,279.75,58,13.75,149.5,27.06,5.94,69.465,70782,21234.75,167930.5,0.890694467130606,0.839477484396364,0.944294183278198
2020-06-05,covidregion_8,baseline,4548,1315.75,10585.25,351,102.5,753.5,6,0.75,18,4,0,13.25,111,25,269.25,55,14,146.75,25.74,6.435,70.125,71266,21378.75,168749,0.88965462199906,0.838037251695932,0.942808836677282
2020-06-06,covidregion_8,baseline,4415,1279.25,10322.5,333,102,737.5,6,1,19,4,0,16,109,23,265.25,54,12.75,145.5,25.74,5.94,69.465,71722,21517.75,169565.25,0.893955421503358,0.842509297465436,0.949695490373724
2020-06-07,covidregion_8,baseline,4309,1244.25,10055.75,331,93.5,704.25,6,0,20,4,0,15,107,22,264.5,53,12.75,141,24.42,5.94,67.32,72225,21649.25,170388.75,0.901801784216482,0.849475082860572,0.956299330766924
2020-06-08,covidregion_8,baseline,4218,1224.75,9811.5,323,93.5,699,5,0,18,4,0,14,103,23.75,264.75,50,12,137.75,23.76,5.775,68.145,72677,21779,171216.25,0.911152993988314,0.858714597744888,0.963940731166918
2020-06-09,covidregion_8,baseline,4124,1198.75,9571.25,314,90.75,684,5,0,19,4,0,14,100,23.5,250.75,49,12.75,132.25,23.76,5.28,64.845,73115,21916.75,171977.5,0.924997380183372,0.872038467882482,0.973765037134581
2020-06-10,covidregion_8,baseline,4026,1164.75,9313.75,309,94.25,668.25,5,0,17,4,0,14,98,24.75,238.25,48,11,130.5,23.1,5.28,65.835,73557,22045,172731,0.9384114861206,0.888221574471476,0.985176283539353
2020-06-11,covidregion_8,baseline,3933,1147.25,9035.25,295,90.75,638.75,5,0,19,4,0,15,96,24,231.5,47,10,123.5,23.1,5.28,62.535,73985,22173.25,173485,0.95216923889113,0.90378090951795,0.994827118521837
2020-06-12,covidregion_8,baseline,3813,1128,8725,291,89.75,618.25,5,0,17,4,0,14.25,94,22,224.25,45,11,119,22.44,4.62,61.05,74363,22292.75,174197.75,0.965160087263116,0.921664581769944,1.00499735136273
2020-06-13,covidregion_8,baseline,3704,1109,8504.5,284,83.25,624.25,5,0,16,4,0,13.25,91,19.75,221.25,44,10,116.5,21.78,4.62,61.875,74705,22411.75,174859,0.975879015812137,0.93588423569473,1.01273450397048
2020-06-14,covidregion_8,baseline,3612,1089.5,8340.25,272,87.75,603.25,5,0,15,4,0,12,89,21,220.25,42,10,113,21.78,4.62,60.885,75092,22523.25,175478,0.986420027431111,0.94982399250253,1.0214623700104
2020-06-15,covidregion_8,baseline,3563,1084.25,8148.5,270,86,575.75,5,0,14,4,0,12,87,21,209,40,9,109.5,21.12,3.96,59.565,75489,22651,176103,0.996965128103553,0.961988641664188,1.03185141011387
2020-06-16,covidregion_8,baseline,3463,1048.75,7993.25,262,80,573,5,0,14.25,4,0,12,85,19.75,207.5,39,9.75,106,20.46,4.455,57.75,75913,22762.75,176885,1.00847270517715,0.974450893641505,1.04208067743741
2020-06-17,covidregion_8,baseline,3367,1027,7854.25,258,76.25,562.5,4,0,14,3,0,12,83,20,202,38,9,103,19.8,3.96,57.255,76182,22881.75,177633.5,1.01842886443109,0.985201853631647,1.0520592706559
2020-06-18,covidregion_8,baseline,3278,1000.25,7646.5,247,75.75,533,4,0,13,4,0,12,81,19.75,194.25,37,8,102,19.8,3.96,56.925,76485,22980,178380,1.02374854376517,0.99013810677947,1.05775571220859
2020-06-19,covidregion_8,baseline,3186,984.25,7450,240,75,500.5,4,0,14,3,0,12,80,17.75,192.25,36,7,95.75,19.14,3.96,54.945,76800,23079,179141,1.03317793353327,0.998883487959077,1.06852992920284
2020-06-20,covidregion_8,baseline,3099,935.75,7274.75,242,70,517.5,4,0,14,4,0,12.25,78,18,189.25,35,7,92.5,18.48,3.795,51.645,77089,23179.75,179843.5,1.03569987864539,1.00073117683454,1.07085350969864
2020-06-21,covidregion_8,baseline,3012,900.25,7063.75,227,68.75,495,4,0,13,3,0,12,78,17,184,34,7,90.25,18.48,3.3,52.305,77366,23280.5,180556.25,1.03523676296121,0.999790502483192,1.07182845061766
2020-06-22,covidregion_8,baseline,2948,876.75,6947.5,245,74,522,4,0,13,3,0,11,75,17,178.75,33,7,88.25,17.82,3.96,51.645,77662,23371.75,181214.25,1.03267231269556,0.996873013897873,1.06928688186305
2020-06-23,covidregion_8,baseline,2903,854.5,6823.75,250,73.75,552,4,0,13,3,0,11,74,16,176.25,32,6.75,88.5,17.82,3.3,50.82,77920,23466.5,181912.25,1.02802580948438,0.991181507789711,1.06433853627684
2020-06-24,covidregion_8,baseline,2900,858.5,6703.5,257,78.5,550.75,4,0,13.25,3,0,12,71,16,171,31,7,87,17.16,3.3,49.5,78170,23551.5,182544.75,1.02148267911277,0.986749949648441,1.05795837027946
2020-06-25,covidregion_8,baseline,2849,853.75,6626.5,262,72,565.25,4,0,12.25,3,0,11,71,14.75,167.5,30,6,80.5,17.16,3.3,46.695,78448,23634,183180.5,1.01732624118328,0.983063682708467,1.05180197068342
2020-06-26,covidregion_8,baseline,2887,841.25,6623.75,265,80.75,563.25,3,0,13,3,0,11,69,15.75,165.75,30,6,83,16.5,3.3,47.025,78748,23721.75,183840,1.01518924481723,0.981802560690111,1.05006590602446
2020-06-27,covidregion_8,baseline,2854,823.75,6628.5,269,81.75,567.75,3,0,12,3,0,11,67,15,162.5,29,6,80.25,16.5,3.3,46.695,79018,23831,184448.25,1.01343836077198,0.980802233902331,1.04665125079033
2020-06-28,covidregion_8,baseline,2858,822.25,6581.5,265,79.75,578.25,3,0,11,3,0,9.25,67,15,158.75,28,6,78,15.84,3.3,44.22,79239,23921.75,185099.5,1.01099105591664,0.97857397786141,1.04407163700136
2020-06-29,covidregion_8,baseline,2877,812.5,6558.5,268,78.75,572,3,0,12.25,3,0,11,65,14.75,155.5,28,5.75,74,15.84,3.3,44.22,79471,24009.25,185731,1.0082314807764,0.976186300736936,1.04099351800113
2020-06-30,covidregion_8,baseline,2876,796.5,6482.5,268,76.75,564.25,3,0,12,3,0,10,64,14,155.25,27,5,68.75,15.18,2.64,42.405,79786,24089.75,186335.25,1.00598074289658,0.974892273472141,1.0384798551416
2020-07-01,covidregion_8,baseline,2870,803.25,6442.25,274,80,590.25,3,0,11,3,0,10.25,63,14,153,26,5,69.25,15.18,2.64,40.26,80083,24182.25,186937.5,1.00699772270024,0.974932251204501,1.03919308889446
2020-07-02,covidregion_8,baseline,2864,803.25,6371.75,274,82.5,568.5,3,0,10,3,0,10,65,15,161.25,26,4,69.25,15.18,2.64,40.26,80373,24281.75,187527.25,1.00738633848881,0.974649687410228,1.03965212104488
2020-07-03,covidregion_8,baseline,2867,796.75,6397.5,270,78.75,572.75,3,0,11,3,0,10,65,15,161.5,26,4.75,66,15.18,2.64,39.6,80661,24381.25,188114,1.00705117072814,0.975076780186339,1.03871116458228
2020-07-04,covidregion_8,baseline,2855,785.5,6393.25,265,81.5,580,3,0,11,2,0,10,66,14,157.25,25,4,66,14.52,2.64,39.6,80957,24470,188736.5,1.00759382008725,0.976386807769865,1.03943654063181
2020-07-05,covidregion_8,baseline,2861,793.25,6404.25,272,81.75,575,3,0,11,2,0,9,65,15,159.25,24,5,62.5,14.52,2.64,37.125,81232,24568.5,189297.75,1.0070416316239,0.974968327969514,1.03894701313957
2020-07-06,covidregion_8,baseline,2862,801.25,6426,271,75.5,577.25,3,0,10,3,0,9,66,14.75,162,24,4.75,62.25,13.86,2.64,38.28,81578,24661.25,189897.5,1.00641642007849,0.974762502530008,1.03888505077218
2020-07-07,covidregion_8,baseline,2862,803.25,6441.25,272,77.5,569.25,3,0,10,2,0,10,66,14,159.25,24,5,63,13.86,2.64,38.445,81885,24755.5,190481,1.00607339655398,0.975159393553306,1.03813667997458
2020-07-08,covidregion_8,baseline,2873,787.75,6528.75,277,74.5,576.25,3,0,10.25,3,0,9,65,15,157,23,5,63.25,13.86,2.64,39.105,82212,24845.5,191075.75,1.00621229829183,0.974583509546923,1.03805042244161
2020-07-09,covidregion_8,baseline,2850,785.5,6526,272,77.75,562.25,3,0,9,2,0,8,65,15,158.5,23,5,61.25,13.86,2.64,37.62,82516,24938.25,191641.5,1.00555063878439,0.973866978864899,1.0375437710453
2020-07-10,covidregion_8,baseline,2863,760,6487.75,272,69.5,574,3,0,10,2,0,9,64,14,159,23,4,62,13.2,1.98,36.96,82817,25030.25,192204.75,1.00353281575916,0.972684677752471,1.03566278614642
2020-07-11,covidregion_8,baseline,2871,764.25,6497,276,78.75,587.5,3,0,9,3,0,9,64,13.75,157,22,4,62,13.2,1.98,36.96,83140,25127,192814,1.00235697490173,0.970537535243302,1.03430872178575
2020-07-12,covidregion_8,baseline,2873,768.25,6502,279,78.75,580.75,3,0,9.25,2,0,9,64,14,155.5,22,4,60,13.2,1.98,36.3,83446,25218,193434,1.0032979689943,0.971567969263381,1.03506147313705
2020-07-13,covidregion_8,baseline,2885,766.25,6489.25,276,74,578,3,0,10,2,0,9,64,14,158.75,22,4,60.25,12.54,1.98,35.64,83773,25319,194021.75,1.00354236051657,0.972267096553781,1.03520328326671
2020-07-14,covidregion_8,baseline,2892,754.75,6502.5,271,71.75,587,3,0,9.25,2,0,9,64,14.5,156.25,22,4,58,12.54,1.98,34.98,84110,25402.75,194625,1.00196432064443,0.970715003673107,1.03341737396876
2020-07-15,covidregion_8,baseline,2902,759.5,6520.5,275,75,587.75,2,0,9,2,0,8.25,65,13.75,157.5,22,5,55.25,12.54,2.64,33.165,84415,25511,195188.75,1.0017170470733,0.970520859498776,1.03355343148866
2020-07-16,covidregion_8,baseline,2898,743.5,6564.25,276,71.5,583,3,0,9,2,0,9,65,13,156.75,21,4,57.25,12.54,2.64,33.33,84744,25611.75,195743.5,1.00337805345768,0.972187951293387,1.03474348601399
2020-07-17,covidregion_8,baseline,2910,738,6598.5,279,71,601,3,0,9,2,0,8,66,13,156,21,4,58.5,12.54,2.475,35.31,85081,25710.75,196281.25,1.0042341675252,0.97348407489814,1.03584377694508
2020-07-18,covidregion_8,baseline,2916,746.25,6606.5,274,75.5,593.25,2,0,10,2,0,9,66,13,161.25,21,4,60,12.54,1.98,35.64,85439,25806,196852.5,1.0027640711608,0.972287104556947,1.03383963362725
2020-07-19,covidregion_8,baseline,2905,738,6665.75,276,77.25,602.25,3,0,9,2,0,9,66,12.75,157,21,4,58.5,12.54,1.98,34.485,85758,25897,197398,1.00278040933127,0.972070808748862,1.03476794938581
2020-07-20,covidregion_8,baseline,2925,725.25,6702.25,280,70.25,597.25,3,0,10,2,0,9,67,11.75,155,21,4,55.5,11.88,2.64,33.825,86066,25999.75,197891,1.00067992190911,0.969165588969985,1.03340941947686
2020-07-21,covidregion_8,baseline,2928,724.5,6721.75,274,75.75,612.25,3,0,9,2,0,8,67,11,154.25,21,4,56.25,11.88,2.64,33.66,86337,26097,198371.75,1.00037055127935,0.969789914184798,1.03186788094566
2020-07-22,covidregion_8,baseline,2932,715.75,6720,280,65.75,611.5,2,0,9,2,0,9,67,12,154.5,21,4.75,53.25,11.88,2.64,32.505,86658,26190.25,198842.75,1.00052501503529,0.969555871794645,1.03232828111189
2020-07-23,covidregion_8,baseline,2945,708,6692.25,277,71.5,600,2,0,9,2,0,8,66,13,154,21,4,54.25,11.88,2.475,31.845,86905,26296,199341,1.00032170523025,0.969105694189223,1.03197739065517
2020-07-24,covidregion_8,baseline,2959,714,6689.5,279,73.75,600.25,2,0,9,2,0,8.25,67,12.75,153,21,3.75,53.25,11.88,1.98,31.68,87162,26392.75,199837.25,1.00101753815875,0.969956967263057,1.03271511639718
2020-07-25,covidregion_8,baseline,2962,729.25,6660.75,279,70.75,603.5,2,0,9,2,0,8,67,13,155.5,21,4,53.25,12.54,1.98,32.34,87426,26488.25,200315.25,1.00133899752938,0.970381363116235,1.03363712956159
2020-07-26,covidregion_8,baseline,2944,722.75,6674.25,277,75.75,615.5,2,0,9,2,0,8,66,13,155.5,20,4,51,12.54,1.98,30.525,87668,26583.5,200784.75,1.00228465564174,0.971694625765872,1.03515100026105
2020-07-27,covidregion_8,baseline,2950,729.25,6696,274,76.75,613,2,0,9,2,0,8,65,13,160.25,21,4.75,51,11.88,2.475,31.68,87930,26687.75,201291.75,1.00250996732795,0.971834628036986,1.03364268559761
2020-07-28,covidregion_8,baseline,2971,726.25,6692,279,74,607,2,0,8,2,0,7.25,66,12,158.5,20,4,52.25,11.88,1.98,31.185,88191,26784.75,201771.5,1.00352256164968,0.971884239847198,1.03540364506921
2020-07-29,covidregion_8,baseline,2957,738,6686.25,279,71.75,608.75,3,0,9,2,0,8,65,13.75,159.5,21,4,51.75,12.54,2.64,32.34,88420,26899.75,202255.75,1.0023264855909,0.971167027808063,1.03384156311435
2020-07-30,covidregion_8,baseline,2970,746.75,6700,272,77.25,606.25,3,0,9.25,2,0,8,66,13.75,159.25,21,4,51.5,11.88,2.64,31.845,88597,27017.75,202726.25,1.0012857778571,0.970355016034926,1.03294822128191
2020-07-31,covidregion_8,baseline,2959,733.5,6752,280,67.5,615.25,3,0,8,2,0,7,65,13,161.25,21,4,54,12.54,2.64,32.34,88866,27129,203196,0.999681679687925,0.968630187463403,1.03097444007229
2020-08-01,covidregion_8,baseline,2966,727.5,6777.5,282,66,616.25,3,0,9,2,0,8,65,13,162.25,21,4,55,12.54,1.98,32.01,89097,27244.25,203667.25,1.00075239838647,0.969576888406613,1.0326359879171
2020-08-02,covidregion_8,baseline,2965,726,6791,282,70.25,604,2,0,9,2,0,8,65,13,166,21,4,53.25,12.54,1.98,33,89313,27353.5,204115.75,1.00107416266766,0.970517464992664,1.03351303134162
2020-08-03,covidregion_8,baseline,2957,711,6820,277,66.75,633.5,3,0,8,2,0,7.25,66,14,163.25,21,3,53,12.54,1.98,31.845,89564,27461.75,204531.5,1.00185732631119,0.970423558933564,1.03272938750893
2020-08-04,covidregion_8,baseline,2959,707.75,6841.75,276,67,627.25,3,0,9,2,0,8,65,13.75,164,21,3.75,54,11.88,1.98,32.34,89907,27581.5,204958.25,1.00195429341721,0.971192092127942,1.03469194879784
2020-08-05,covidregion_8,baseline,2953,696.5,6848.5,275,71.25,626.5,3,0,8.25,2,0,8,64,12.75,165,20,3.75,53,11.88,1.98,31.845,90250,27698,205362,1.00023383440335,0.969107211304803,1.03223212701931
2020-08-06,covidregion_8,baseline,2948,700.5,6860.25,278,70,626.25,2,0,9,2,0,8,67,12.75,157.5,20,3,52.25,11.88,1.815,31.185,90591,27810.75,205788.75,0.999708583103206,0.968466053179711,1.03089736719455
2020-08-07,covidregion_8,baseline,2949,699,6876,282,71,621.25,2,0,9,2,0,8,66,12.5,162,20,3.75,55,11.88,1.98,32.34,90926,27923,206251.5,0.998034749320881,0.967127155248227,1.02976911386016
2020-08-08,covidregion_8,baseline,2974,689,6899.25,277,70.75,628.25,3,0,8,2,0,8,65,11.75,160.25,20,4,55.75,11.88,1.98,34.485,91269,28044.25,206662.25,0.998908378529201,0.968787577584794,1.03119535863038
2020-08-09,covidregion_8,baseline,2978,690.25,6957.75,280,70,614.5,2,0,10,2,0,9,65,12,156,21,3,55,11.88,1.98,33.66,91509,28158,207056.25,0.997599004963327,0.967002876939117,1.02901256016333
2020-08-10,covidregion_8,baseline,2954,694.75,6997.5,276,69.75,639.25,3,0,9,2,0,9,66,13,161,20,3,54,11.88,1.98,32.01,91918,28271.5,207469,0.996977824440519,0.965717459784674,1.02921339084622
2020-08-11,covidregion_8,baseline,2998,679,7043.75,283,68.5,637,3,0,9,2,0,8.25,66,14,160,20,3,56,11.88,1.98,32.505,92167,28397.25,207899.5,0.997717237656656,0.966647940313076,1.02985212701086
2020-08-12,covidregion_8,baseline,2973,670.25,7057.25,281,65.75,632.25,3,0,9,2,0,8,67,14,158.75,20,3.75,55.25,11.88,1.98,32.67,92398,28511.25,208300.5,0.99943864860748,0.968193755332327,1.03124906740317
2020-08-13,covidregion_8,baseline,2965,677.25,7105,277,66,642.25,3,0,9,2,0,9,67,12.75,159.75,19,4,55.25,11.88,1.98,32.505,92617,28610.5,208664.5,0.998140121521953,0.966946063602132,1.03014982397266
2020-08-14,covidregion_8,baseline,2971,673.75,7087.75,277,64.75,646,2,0,8,2,0,8,67,12,157.25,19,3,54.25,11.88,1.98,33.825,92882,28736.5,209075,1.00020984646929,0.968963100561613,1.03242238560299
2020-08-15,covidregion_8,baseline,2977,675,7096.25,283,70.75,646.75,2,0,9.25,2,0,9,65,12.75,163,20,4,55,11.88,2.64,32.505,93310,28855,209477.75,0.999785398884671,0.969146226361116,1.03178509768561
2020-08-16,covidregion_8,baseline,2976,664.5,7180.5,275,61.5,654.75,3,0,10,2,0,9,66,12.75,161.5,20,3,54.25,11.88,1.98,32.505,93752,28975.25,209865,1.00025201327577,0.970137120386532,1.03190885984219
2020-08-17,covidregion_8,baseline,2988,653,7202,283,65.5,641.75,3,0,10,2,0,9,66,12.75,155.5,20,3,54,11.88,1.98,33.165,94189,29096,210252,0.999844959811339,0.969146645992535,1.03232383388967
2020-08-18,covidregion_8,baseline,2953,653.5,7216,279,62.75,646,3,0,9.25,2,0,9,66,11.75,156.25,20,3.75,57,11.88,1.98,34.32,94629,29208.75,210637,0.999305992512772,0.968421080505462,1.03162779758266
2020-08-19,covidregion_8,baseline,2967,643,7228,277,64,662.5,2,0,9,2,0,9,66,13,160,21,4,59,12.54,1.98,34.155,95042,29333.25,211014,1.00040632906108,0.9690402944063,1.03267671420352
2020-08-20,covidregion_8,baseline,2977,647,7222.25,280,64,670.75,2,0,9,2,0,8,67,12,158.25,21,4,54.75,12.54,1.98,33.165,95381,29457.75,211384,1.00054232513262,0.969312309380546,1.03196156174393
2020-08-21,covidregion_8,baseline,2969,649.25,7255.75,275,66,661.5,3,0,10,2,0,9,66,12,159.75,21,3,53.5,12.54,1.98,33.66,95616,29563.25,211788,1.0022784982571,0.971244003093742,1.03295767782904
2020-08-22,covidregion_8,baseline,2965,647.25,7241.5,277,70,654.5,3,0,9,2,0,8,67,12,170,21,3,52.5,12.54,1.98,32.34,95852,29685,212181.25,1.00191181589177,0.970470959608923,1.03352688129773
2020-08-23,covidregion_8,baseline,2972,650.75,7312,274,66,668,2,0,9,2,0,8,66,12,165.5,21,3.75,54,12.54,1.98,32.175,96023,29789,212572,1.00115519042241,0.970147023496315,1.03273080550484
